date,population,hospitalized_confirmed,hospitalized_suspected,hospitalized_covid_patients,cases_new,cumulative_cases_new,deaths,cumulative_deaths,new_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests
1/6/2023,40129160,4365,622,4987,4968,10983163,67,99302,73332,194267912,5984,13513069
1/7/2023,40129160,3933,625,4558,3218,10986381,47,99349,43130,194311042,3870,13516939
1/8/2023,40129160,4155,593,4748,2725,10989106,38,99387,46123,194357165,3371,13520310
1/9/2023,40129160,4159,634,4793,4827,10993933,52,99439,100819,194457984,5887,13526197
1/10/2023,40129160,4081,563,4644,3811,10997744,59,99498,88805,194546789,4747,13530944
1/11/2023,40129160,4025,519,4544,3757,11001501,38,99536,83300,194630089,4672,13535616
1/12/2023,40129160,3794,527,4321,3283,11004784,51,99587,73038,194703127,4135,13539751
1/13/2023,40129160,3723,502,4225,3056,11007840,52,99639,61287,194764414,3545,13543296
1/14/2023,40129160,3534,484,4018,1975,11009815,54,99693,31735,194796149,2283,13545579
1/15/2023,40129160,3500,454,3954,1875,11011690,44,99737,33866,194830015,2099,13547678
1/16/2023,40129160,3500,496,3996,2731,11014421,45,99782,69996,194900011,3400,13551078
1/17/2023,40129160,3478,497,3975,3537,11017958,41,99823,98055,194998066,4070,13555148
1/18/2023,40129160,3372,467,3839,3033,11020991,36,99859,81095,195079161,3622,13558770
1/19/2023,40129160,3168,499,3667,2758,11023749,31,99890,73485,195152646,3311,13562081
1/20/2023,40129160,3117,501,3618,2580,11026329,33,99923,60998,195213644,2998,13565079
1/21/2023,40129160,2863,489,3352,1809,11028138,27,99950,32236,195245880,2032,13567111
1/22/2023,40129160,2840,493,3333,1751,11029889,29,99979,38425,195284305,2032,13569143
1/23/2023,40129160,2769,515,3284,3248,11033137,35,100014,90982,195375287,3864,13573007
1/24/2023,40129160,2736,472,3208,3206,11036343,45,100059,86220,195461507,3610,13576617
1/25/2023,40129160,2695,483,3178,3075,11039418,34,100093,75126,195536633,3459,13580076
1/26/2023,40129160,2694,486,3180,2786,11042204,44,100137,68646,195605279,3183,13583259
1/27/2023,40129160,2600,481,3081,2867,11045071,23,100160,56171,195661450,3201,13586460
1/28/2023,40129160,2459,459,2918,1993,11047064,33,100193,32325,195693775,2177,13588637
1/29/2023,40129160,2559,460,3019,1908,11048972,32,100225,37193,195730968,2145,13590782
1/30/2023,40129160,2480,473,2953,3718,11052690,17,100242,87897,195818865,4371,13595153
1/31/2023,40129160,2562,480,3042,3470,11056160,27,100269,81599,195900464,3938,13599091
2/1/2023,40129160,2484,478,2962,3396,11059556,31,100300,72264,195972728,3757,13602848
2/2/2023,40129160,2476,500,2976,3203,11062759,28,100328,68086,196040814,3566,13606414
2/3/2023,40129160,2404,494,2898,3001,11065760,22,100350,57481,196098295,3334,13609748
2/4/2023,40129160,2385,474,2859,2245,11068005,27,100377,32981,196131276,2365,13612113
2/5/2023,40129160,2516,517,3033,2191,11070196,27,100404,37172,196168448,2399,13614512
2/6/2023,40129160,2511,513,3024,4302,11074498,28,100432,84586,196253034,4958,13619470
2/7/2023,40129160,2578,508,3086,3575,11078073,25,100457,75638,196328672,4214,13623684
2/8/2023,40129160,2477,497,2974,3514,11081587,21,100478,68020,196396692,4003,13627687
2/9/2023,40129160,2485,488,2973,3248,11084835,26,100504,66174,196462866,3769,13631456
2/10/2023,40129160,2480,518,2998,3174,11088009,28,100532,58053,196520919,3620,13635076
2/11/2023,40129160,2448,503,2951,2222,11090231,28,100560,30962,196551881,2349,13637425
2/12/2023,40129160,2462,489,2951,2082,11092313,22,100582,34214,196586095,2333,13639758
2/13/2023,40129160,2510,470,2980,3886,11096199,22,100604,81192,196667287,4586,13644344
2/14/2023,40129160,2529,489,3018,3371,11099570,23,100627,72586,196739873,3787,13648131
2/15/2023,40129160,2541,466,3007,3333,11102903,30,100657,68391,196808264,3958,13652089
2/16/2023,40129160,2525,491,3016,3152,11106055,19,100676,64454,196872718,3659,13655748
2/17/2023,40129160,2509,476,2985,2944,11108999,29,100705,52666,196925384,3329,13659077
2/18/2023,40129160,2317,478,2795,2059,11111058,33,100738,30272,196955656,2243,13661320
2/19/2023,40129160,2406,487,2893,2077,11113135,34,100772,31102,196986758,2334,13663654
2/20/2023,40129160,2451,483,2934,3078,11116213,25,100797,60797,197047555,3530,13667184
2/21/2023,40129160,2573,476,3049,4004,11120217,27,100824,81533,197129088,4768,13671952
2/22/2023,40129160,2607,521,3128,3329,11123546,29,100853,67747,197196835,3923,13675875
2/23/2023,40129160,2583,525,3108,3152,11126698,23,100876,64785,197261620,3679,13679554
2/24/2023,40129160,2516,510,3026,2686,11129384,31,100907,53108,197314728,3044,13682598
2/25/2023,40129160,2483,501,2984,1833,11131217,21,100928,29287,197344015,2082,13684680
2/26/2023,40129160,2548,464,3012,1852,11133069,26,100954,33687,197377702,2133,13686813
2/27/2023,40129160,2530,469,2999,3326,11136395,30,100984,74431,197452133,3952,13690765
2/28/2023,40129160,2517,458,2975,3129,11139524,31,101015,68480,197520613,3686,13694451
3/1/2023,40129160,2506,461,2967,2828,11142352,26,101041,61546,197582159,3273,13697724
