"county","age_group","day1","day2","day3","day4","day5","day6","day7","day8","day9","day10","day11","day12","day13","day14","day15","day16","day17","day18","day19","day20","day21","day22","day23","day24","day25","day26","day27","day28","day29","day30","day31","day32","day33","day34","day35","day36","day37","day38","day39","day40","day41","day42","day43","day44","day45","day46","day47","day48","day49","day50","day51","day52","day53","day54","day55","day56","day57","day58","day59","day60","day61","day62","day63","day64","day65","day66","day67","day68","day69","day70","day71","day72","day73","day74","day75","day76","day77","day78","day79","day80","day81","day82","day83","day84","day85","day86","day87","day88","day89","day90","day91"
"Marin","50-64",8,8,8,8,8,8,8,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marin","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa","0-17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa","18-49",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa","50-64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino","0-17",13,13,13,13,13,13,13,8,8,8,8,8,8,8,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino","18-49",39,39,39,39,39,39,39,35,35,35,35,35,35,35,32,32,32,32,32,32,32,28,28,28,28,28,28,28,26,26,26,26,26,26,26,23,23,23,23,23,23,23,21,21,21,21,21,21,21,19,19,19,19,19,19,19,17,17,17,17,17,17,17,16,16,16,16,16,16,16,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12
"Mendocino","50-64",8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Mendocino","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merced","0-17",42,42,42,42,42,42,42,31,31,31,31,31,31,31,22,22,22,22,22,22,22,16,16,16,16,16,16,16,11,11,11,11,11,11,11,8,8,8,8,8,8,8,6,6,6,6,6,6,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Merced","18-49",66,66,66,66,66,66,66,54,54,54,54,54,54,54,44,44,44,44,44,44,44,36,36,36,36,36,36,36,30,30,30,30,30,30,30,25,25,25,25,25,25,25,21,21,21,21,21,21,21,17,17,17,17,17,17,17,15,15,15,15,15,15,15,12,12,12,12,12,12,12,10,10,10,10,10,10,10,9,9,9,9,9,9,9,7,7,7,7,7,7,7
"Merced","50-64",12,12,12,12,12,12,12,9,9,9,9,9,9,9,7,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Merced","65+",6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Modoc","0-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modoc","18-49",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modoc","50-64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modoc","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono","0-17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono","18-49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono","50-64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey","0-17",143,143,143,143,143,143,143,116,116,116,116,116,116,116,91,91,91,91,91,91,91,71,71,71,71,71,71,71,54,54,54,54,54,54,54,42,42,42,42,42,42,42,32,32,32,32,32,32,32,24,24,24,24,24,24,24,19,19,19,19,19,19,19,14,14,14,14,14,14,14,11,11,11,11,11,11,11,9,9,9,9,9,9,9,7,7,7,7,7,7,7
"Monterey","18-49",126,126,126,126,126,126,126,96,96,96,96,96,96,96,73,73,73,73,73,73,73,56,56,56,56,56,56,56,44,44,44,44,44,44,44,34,34,34,34,34,34,34,27,27,27,27,27,27,27,21,21,21,21,21,21,21,17,17,17,17,17,17,17,13,13,13,13,13,13,13,11,11,11,11,11,11,11,9,9,9,9,9,9,9,7,7,7,7,7,7,7
"Monterey","50-64",14,14,14,14,14,14,14,10,10,10,10,10,10,10,7,7,7,7,7,7,7,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey","65+",12,12,12,12,12,12,12,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"Napa","0-17",37,37,37,37,37,37,37,25,25,25,25,25,25,25,17,17,17,17,17,17,17,11,11,11,11,11,11,11,8,8,8,8,8,8,8,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Napa","18-49",44,44,44,44,44,44,44,35,35,35,35,35,35,35,27,27,27,27,27,27,27,22,22,22,22,22,22,22,17,17,17,17,17,17,17,14,14,14,14,14,14,14,11,11,11,11,11,11,11,9,9,9,9,9,9,9,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3
"Napa","50-64",9,9,9,9,9,9,9,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Napa","65+",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nevada","0-17",18,18,18,18,18,18,18,13,13,13,13,13,13,13,9,9,9,9,9,9,9,7,7,7,7,7,7,7,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nevada","18-49",22,22,22,22,22,22,22,17,17,17,17,17,17,17,13,13,13,13,13,13,13,10,10,10,10,10,10,10,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Nevada","50-64",4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nevada","65+",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orange","0-17",1022,1022,1022,1022,1022,1022,1022,798,798,798,798,798,798,798,609,609,609,609,609,609,609,457,457,457,457,457,457,457,341,341,341,341,341,341,341,253,253,253,253,253,253,253,188,188,188,188,188,188,188,139,139,139,139,139,139,139,104,104,104,104,104,104,104,78,78,78,78,78,78,78,59,59,59,59,59,59,59,44,44,44,44,44,44,44,34,34,34,34,34,34,34
"Orange","18-49",1074,1074,1074,1074,1074,1074,1074,821,821,821,821,821,821,821,630,630,630,630,630,630,630,487,487,487,487,487,487,487,378,378,378,378,378,378,378,295,295,295,295,295,295,295,232,232,232,232,232,232,232,183,183,183,183,183,183,183,145,145,145,145,145,145,145,116,116,116,116,116,116,116,93,93,93,93,93,93,93,75,75,75,75,75,75,75,61,61,61,61,61,61,61
"Orange","50-64",198,198,198,198,198,198,198,140,140,140,140,140,140,140,100,100,100,100,100,100,100,72,72,72,72,72,72,72,52,52,52,52,52,52,52,38,38,38,38,38,38,38,28,28,28,28,28,28,28,21,21,21,21,21,21,21,16,16,16,16,16,16,16,12,12,12,12,12,12,12,9,9,9,9,9,9,9,7,7,7,7,7,7,7,5,5,5,5,5,5,5
"Orange","65+",200,200,200,200,200,200,200,175,175,175,175,175,175,175,153,153,153,153,153,153,153,135,135,135,135,135,135,135,119,119,119,119,119,119,119,106,106,106,106,106,106,106,94,94,94,94,94,94,94,84,84,84,84,84,84,84,75,75,75,75,75,75,75,68,68,68,68,68,68,68,61,61,61,61,61,61,61,55,55,55,55,55,55,55,50,50,50,50,50,50,50
"Placer","0-17",105,105,105,105,105,105,105,77,77,77,77,77,77,77,56,56,56,56,56,56,56,40,40,40,40,40,40,40,28,28,28,28,28,28,28,20,20,20,20,20,20,20,14,14,14,14,14,14,14,10,10,10,10,10,10,10,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2
"Placer","18-49",155,155,155,155,155,155,155,125,125,125,125,125,125,125,101,101,101,101,101,101,101,82,82,82,82,82,82,82,66,66,66,66,66,66,66,54,54,54,54,54,54,54,44,44,44,44,44,44,44,36,36,36,36,36,36,36,30,30,30,30,30,30,30,25,25,25,25,25,25,25,21,21,21,21,21,21,21,17,17,17,17,17,17,17,14,14,14,14,14,14,14
"Placer","50-64",28,28,28,28,28,28,28,20,20,20,20,20,20,20,15,15,15,15,15,15,15,11,11,11,11,11,11,11,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Placer","65+",10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Plumas","0-17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plumas","18-49",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plumas","50-64",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plumas","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside","0-17",626,626,626,626,626,626,626,521,521,521,521,521,521,521,423,423,423,423,423,423,423,338,338,338,338,338,338,338,267,267,267,267,267,267,267,209,209,209,209,209,209,209,163,163,163,163,163,163,163,127,127,127,127,127,127,127,99,99,99,99,99,99,99,77,77,77,77,77,77,77,60,60,60,60,60,60,60,47,47,47,47,47,47,47,38,38,38,38,38,38,38
"Riverside","18-49",785,785,785,785,785,785,785,620,620,620,620,620,620,620,491,491,491,491,491,491,491,390,390,390,390,390,390,390,311,311,311,311,311,311,311,250,250,250,250,250,250,250,201,201,201,201,201,201,201,162,162,162,162,162,162,162,132,132,132,132,132,132,132,108,108,108,108,108,108,108,88,88,88,88,88,88,88,73,73,73,73,73,73,73,60,60,60,60,60,60,60
"Riverside","50-64",166,166,166,166,166,166,166,122,122,122,122,122,122,122,90,90,90,90,90,90,90,67,67,67,67,67,67,67,50,50,50,50,50,50,50,38,38,38,38,38,38,38,29,29,29,29,29,29,29,22,22,22,22,22,22,22,17,17,17,17,17,17,17,13,13,13,13,13,13,13,10,10,10,10,10,10,10,8,8,8,8,8,8,8,6,6,6,6,6,6,6
"Riverside","65+",111,111,111,111,111,111,111,94,94,94,94,94,94,94,80,80,80,80,80,80,80,69,69,69,69,69,69,69,59,59,59,59,59,59,59,51,51,51,51,51,51,51,44,44,44,44,44,44,44,39,39,39,39,39,39,39,34,34,34,34,34,34,34,30,30,30,30,30,30,30,26,26,26,26,26,26,26,23,23,23,23,23,23,23,21,21,21,21,21,21,21
"Sacramento","0-17",347,347,347,347,347,347,347,244,244,244,244,244,244,244,168,168,168,168,168,168,168,115,115,115,115,115,115,115,79,79,79,79,79,79,79,54,54,54,54,54,54,54,37,37,37,37,37,37,37,26,26,26,26,26,26,26,18,18,18,18,18,18,18,13,13,13,13,13,13,13,9,9,9,9,9,9,9,6,6,6,6,6,6,6,5,5,5,5,5,5,5
"Sacramento","18-49",770,770,770,770,770,770,770,628,628,628,628,628,628,628,513,513,513,513,513,513,513,420,420,420,420,420,420,420,345,345,345,345,345,345,345,284,284,284,284,284,284,284,235,235,235,235,235,235,235,195,195,195,195,195,195,195,162,162,162,162,162,162,162,136,136,136,136,136,136,136,114,114,114,114,114,114,114,96,96,96,96,96,96,96,81,81,81,81,81,81,81
"Sacramento","50-64",132,132,132,132,132,132,132,99,99,99,99,99,99,99,75,75,75,75,75,75,75,57,57,57,57,57,57,57,44,44,44,44,44,44,44,34,34,34,34,34,34,34,26,26,26,26,26,26,26,21,21,21,21,21,21,21,16,16,16,16,16,16,16,13,13,13,13,13,13,13,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7
"Sacramento","65+",40,40,40,40,40,40,40,33,33,33,33,33,33,33,26,26,26,26,26,26,26,22,22,22,22,22,22,22,18,18,18,18,18,18,18,15,15,15,15,15,15,15,12,12,12,12,12,12,12,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4
"San Benito","0-17",15,15,15,15,15,15,15,10,10,10,10,10,10,10,6,6,6,6,6,6,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Benito","18-49",33,33,33,33,33,33,33,27,27,27,27,27,27,27,22,22,22,22,22,22,22,18,18,18,18,18,18,18,14,14,14,14,14,14,14,12,12,12,12,12,12,12,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
"San Benito","50-64",6,6,6,6,6,6,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Benito","65+",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino","0-17",544,544,544,544,544,544,544,451,451,451,451,451,451,451,365,365,365,365,365,365,365,290,290,290,290,290,290,290,228,228,228,228,228,228,228,178,178,178,178,178,178,178,138,138,138,138,138,138,138,107,107,107,107,107,107,107,83,83,83,83,83,83,83,65,65,65,65,65,65,65,50,50,50,50,50,50,50,39,39,39,39,39,39,39,31,31,31,31,31,31,31
"San Bernardino","18-49",775,775,775,775,775,775,775,621,621,621,621,621,621,621,498,498,498,498,498,498,498,401,401,401,401,401,401,401,324,324,324,324,324,324,324,263,263,263,263,263,263,263,214,214,214,214,214,214,214,175,175,175,175,175,175,175,144,144,144,144,144,144,144,118,118,118,118,118,118,118,98,98,98,98,98,98,98,81,81,81,81,81,81,81,68,68,68,68,68,68,68
"San Bernardino","50-64",178,178,178,178,178,178,178,133,133,133,133,133,133,133,100,100,100,100,100,100,100,75,75,75,75,75,75,75,57,57,57,57,57,57,57,44,44,44,44,44,44,44,34,34,34,34,34,34,34,26,26,26,26,26,26,26,21,21,21,21,21,21,21,16,16,16,16,16,16,16,13,13,13,13,13,13,13,10,10,10,10,10,10,10,8,8,8,8,8,8,8
"San Bernardino","65+",131,131,131,131,131,131,131,115,115,115,115,115,115,115,101,101,101,101,101,101,101,89,89,89,89,89,89,89,79,79,79,79,79,79,79,71,71,71,71,71,71,71,63,63,63,63,63,63,63,56,56,56,56,56,56,56,51,51,51,51,51,51,51,46,46,46,46,46,46,46,41,41,41,41,41,41,41,37,37,37,37,37,37,37,34,34,34,34,34,34,34
"San Diego","0-17",797,797,797,797,797,797,797,525,525,525,525,525,525,525,340,340,340,340,340,340,340,219,219,219,219,219,219,219,141,141,141,141,141,141,141,92,92,92,92,92,92,92,60,60,60,60,60,60,60,40,40,40,40,40,40,40,26,26,26,26,26,26,26,18,18,18,18,18,18,18,12,12,12,12,12,12,12,8,8,8,8,8,8,8,6,6,6,6,6,6,6
"San Diego","18-49",2415,2415,2415,2415,2415,2415,2415,1967,1967,1967,1967,1967,1967,1967,1603,1603,1603,1603,1603,1603,1603,1308,1308,1308,1308,1308,1308,1308,1069,1069,1069,1069,1069,1069,1069,877,877,877,877,877,877,877,721,721,721,721,721,721,721,595,595,595,595,595,595,595,493,493,493,493,493,493,493,410,410,410,410,410,410,410,342,342,342,342,342,342,342,287,287,287,287,287,287,287,241,241,241,241,241,241,241
"San Diego","50-64",360,360,360,360,360,360,360,267,267,267,267,267,267,267,200,200,200,200,200,200,200,150,150,150,150,150,150,150,114,114,114,114,114,114,114,87,87,87,87,87,87,87,67,67,67,67,67,67,67,52,52,52,52,52,52,52,40,40,40,40,40,40,40,32,32,32,32,32,32,32,25,25,25,25,25,25,25,20,20,20,20,20,20,20,16,16,16,16,16,16,16
"San Diego","65+",135,135,135,135,135,135,135,115,115,115,115,115,115,115,100,100,100,100,100,100,100,86,86,86,86,86,86,86,75,75,75,75,75,75,75,66,66,66,66,66,66,66,58,58,58,58,58,58,58,51,51,51,51,51,51,51,45,45,45,45,45,45,45,40,40,40,40,40,40,40,35,35,35,35,35,35,35,31,31,31,31,31,31,31,28,28,28,28,28,28,28
"San Francisco","0-17",138,138,138,138,138,138,138,87,87,87,87,87,87,87,55,55,55,55,55,55,55,34,34,34,34,34,34,34,22,22,22,22,22,22,22,14,14,14,14,14,14,14,9,9,9,9,9,9,9,6,6,6,6,6,6,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"San Francisco","18-49",432,432,432,432,432,432,432,336,336,336,336,336,336,336,262,262,262,262,262,262,262,206,206,206,206,206,206,206,162,162,162,162,162,162,162,129,129,129,129,129,129,129,103,103,103,103,103,103,103,82,82,82,82,82,82,82,66,66,66,66,66,66,66,54,54,54,54,54,54,54,44,44,44,44,44,44,44,36,36,36,36,36,36,36,30,30,30,30,30,30,30
"San Francisco","50-64",58,58,58,58,58,58,58,43,43,43,43,43,43,43,32,32,32,32,32,32,32,24,24,24,24,24,24,24,18,18,18,18,18,18,18,14,14,14,14,14,14,14,11,11,11,11,11,11,11,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"San Francisco","65+",36,36,36,36,36,36,36,31,31,31,31,31,31,31,26,26,26,26,26,26,26,23,23,23,23,23,23,23,20,20,20,20,20,20,20,17,17,17,17,17,17,17,15,15,15,15,15,15,15,13,13,13,13,13,13,13,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7
"San Joaquin","0-17",192,192,192,192,192,192,192,153,153,153,153,153,153,153,118,118,118,118,118,118,118,90,90,90,90,90,90,90,67,67,67,67,67,67,67,51,51,51,51,51,51,51,38,38,38,38,38,38,38,28,28,28,28,28,28,28,21,21,21,21,21,21,21,16,16,16,16,16,16,16,12,12,12,12,12,12,12,9,9,9,9,9,9,9,7,7,7,7,7,7,7
